title,company,location,posting_date,sponsorship,target_company_match,has_grad_req,matched_keywords,salary,job_url
Multifamily Software Development Intern – Summer 2027,Freddie Mac,"McLean, Virginia, United States",2026-08-25,H-1B Sponsor,,yes,Software,32-32 USD/hourly,https://careers.freddiemac.com/us/en/job/JR17564/Multifamily-Software-Development-Intern-Summer-2027
Payroll Specialist II,Asure Software,"Nashville, Tennessee, United States",2026-08-25,H-1B Sponsor,,no,Software,22-27 USD/hourly,https://asuresoftware.bamboohr.com/careers/1074
Full-Stack Engineer,MaintainX,"Boston, Massachusetts, United States",2026-08-25,H-1B Sponsor,,no,Full Stack,,https://jobs.ashbyhq.com/maintainx/0d6fbb36-2bd4-46dd-a58f-d3341aa260fc
Mid Full Stack Developer (Springboot/Angular),CGI,"Pittsburgh, Pennsylvania, United States",2026-08-25,H-1B Sponsor,,no,Full Stack,"70,800-156,700 USD/annual",https://cgi.njoyn.com/corp/xweb/xweb.asp?NTKN=c&clid=21001&Page=JobDetails&Jobid=J0826-1361&BRID=1328079&lang=1
Full Stack Software Engineer,Amgen,"Thousand Oaks, California, United States",2026-08-25,H-1B Sponsor,,no,Full Stack,"115,401-156,130 USD/annual",https://amgen.wd1.myworkdayjobs.com/en-US/Careers/job/US---California---Thousand-Oaks/Full-Stack-Software-Engineer_R-216946?LocationCountry=bc33aa3152ec42d4995f4791a106ed09&LocationCountry=6cb77610a8a543aea2d6bc10457e35d4&LocationCountry=a30a87ed25634629aa6c3958aa2b91ea&LocationCountry=80938777cac5440fab50d729f9634969&LocationCountry=a4e08b475d6a4176853c9d1cb9854e02&LocationCountry=29247e57dbaf46fb855b224e03170bc7&LocationCountry=d4afdeb461d446e4babd204bd102dba8
Ex-MBB Strategy Consultant - AI Training (Remote),Mindrift,"South Carolina, United States",2026-08-25,H-1B Sponsor,,no,AI,,https://apply.workable.com/toloka-ai/j/45A636E83E/
AI Solution Engineer,Metso,"York, Pennsylvania, United States",2026-08-25,H-1B Sponsor,,no,AI,,https://careers.metso.com/job/Espoo-AI-Solution-Engineer/1370386257/
AI Evaluation Engineer (QA),Appnovation Technologies,"New York, New York, United States",2026-08-25,H-1B Sponsor,,no,AI,,https://job-boards.greenhouse.io/appnovation/jobs/8743206002
Ex-MBB Strategy Consultant - AI Training (Remote),Mindrift,"Austin, Texas, United States",2026-08-25,H-1B Sponsor,,no,AI,,https://apply.workable.com/toloka-ai/j/AB82A09610/
Ex-MBB Strategy Consultant - AI Training (Remote),Mindrift,"Michigan, United States",2026-08-25,H-1B Sponsor,,no,AI,,https://apply.workable.com/toloka-ai/j/D544EDFF0B/
Ex-MBB Strategy Consultant - AI Training (Remote),Mindrift,United States,2026-08-25,H-1B Sponsor,,no,AI,,https://apply.workable.com/toloka-ai/j/D42B0546C2/
Manufacturing Systems Engineer - Advanced Manufacturing & AI I,Daimler Truck North America,"Portland, Oregon, United States",2026-08-25,H-1B Sponsor,,no,AI,"71,000-91,000 USD/annual",https://dtna.wd5.myworkdayjobs.com/en-US/DTNA_external/job/Portland-OR-US/Manufacturing-Systems-Engineer---Advanced-Manufacturing---AI-I_DT-19263-2
Systems Infrastructure Analyst (Grade 24),Paccar,"McKinney, Texas, United States",2026-08-25,H-1B Sponsor,,no,Infrastructure,,https://jobs.paccar.com/job/McKinney-Systems-Infrastructure-Analyst-%28Grade-24%29-TX-75069/1429851533/
IT DevOps Engineer,Penumbra,"Alameda, California, United States",2026-08-25,H-1B Sponsor,,no,DevOps,"125,000-185,000 USD/annual",https://jobs.lever.co/penumbrainc/299f3607-0a1a-4a5d-bada-3db58982b835
"Delivery Power Platform Consultant, Data Engineering and Conversion Solutions",Deloitte,"Gilbert, Arizona, United States",2026-08-25,H-1B Sponsor,,no,Platform,,https://apply.deloitte.com/en_US/careers/JobDetail/Delivery-Power-Platform-Consultant-Data-Engineering-and-Conversion-Solutions/364254
Installer 2 - Platform Mounting,The Shyft Group,"Carson, California, United States",2026-08-25,H-1B Sponsor,,no,Platform,21-23 USD/hourly,https://theshyftgroup.csod.com/ux/ats/careersite/4/home/requisition/1732?c=theshyftgroup
Finance Development Analyst Program (FDAP) - New Grad,Synovus,"Atlanta, Georgia, United States",2026-08-25,H-1B Sponsor,,no,New Grad,,https://careers.synovus.com/us/en/job/26803/Finance-Development-Analyst-Program-FDAP-New-Grad
Build & Release Engineer - New Grad (December 2026),Applied intuition,"Sunnyvale, California, United States",2026-08-25,H-1B Sponsor,,yes,New Grad,"90,000-115,000 USD/annual",https://jobs.ashbyhq.com/applied/9534b49a-9feb-4063-ac33-a9c4d94a1352
UX Test Engineer - New Grad (December 2026),Applied intuition,"Sunnyvale, California, United States",2026-08-25,H-1B Sponsor,,yes,New Grad,"90,000-115,000 USD/annual",https://jobs.ashbyhq.com/applied/c222bb2f-893d-455b-8dd2-f585205632e4
Data Engineer - SOCOM,Agile Defense,"Tampa, Florida, United States",2026-08-25,H-1B Sponsor,,no,Data Engineer,,https://jobs.lever.co/agile-defense/c459d490-c6a6-4864-8d5e-854966c1c42a
AI Engineer,OneStream Software,"Birmingham, Michigan, United States",2026-08-26,H-1B Sponsor,,no,"Software, AI","95,000-133,000 USD/annual",https://recruiting.ultipro.com/ONE1018ONSO/JobBoard/1955ffa6-bda6-4c95-8412-2c731d693ab2/OpportunityDetail?opportunityId=386651ea-1db7-4937-a5ac-002ba94ed4db
Tech & Data Program Summer 2027 - Software Engineer Intern (Charlotte),The Hartford,"Charlotte, North Carolina, United States",2026-08-26,H-1B Sponsor,,no,Software,,https://thehartford.wd5.myworkdayjobs.com/en-US/Careers_External/job/Charlotte-NC/Tech---Data-Program-Summer-2027---Software-Engineer-Intern--Charlotte-_R2626649?locationCountry=bc33aa3152ec42d4995f4791a106ed09&locationCountry=29247e57dbaf46fb855b224e03170bc7&locationCountry=a30a87ed25634629aa6c3958aa2b91ea
Software Development Engineering - Advisor I,Fiserv,"Berkeley Heights, New Jersey, United States",2026-08-26,H-1B Sponsor,,no,Software,"110,000-186,000 USD/annual",https://fiserv.wd5.myworkdayjobs.com/en-US/EXT/job/Berkeley-Heights-New-Jersey/Software-Development-Engineering---Advisor-I_R-10401577?jobFamilyGroup=c6b68e57f5a3108c46905c3fec6c7c24&jobFamilyGroup=c6b68e57f5a3108c4614399740ec75a9&jobFamilyGroup=c6b68e57f5a3108c44f805c8e51cad33&jobFamilyGroup=8f0515f038cd1001a957b5c1ee150000&jobFamilyGroup=c6b68e57f5a3108c3d89bc494834372e&jobFamilyGroup=c6b68e57f5a3108c3d6d14a3b2fc364e&jobFamilyGroup=44409066be6e100bc7ae2749089cfefe&jobFamilyGroup=21bcd77223041071e07ff73c582100ef&jobFamilyGroup=6f67259a71870133b9dcd8251c388f00&jobFamilyGroup=38bf46e31e7b0169f3ec86df1b38b900&jobFamilyGroup=95a96e85f0f61038722586f805eedbd8&jobFamilyGroup=9845595a26eb106110383d65898dba33&jobFamilyGroup=9845595a26eb106110383b1e0a8dba31&jobFamilyGroup=21bcd77223041071e02bc8a65c56fdc0&jobFamilyGroup=9845595a26eb1061103835a68d05ba2d&jobFamilyGroup=21bcd77223041071dff3e2dd2d6cfbe0&jobFamilyGroup=21bcd77223041072203ef3586f45f716&jobFamilyGroup=2ffe4a0bcac71000cc3f08874a9b0000&jobFamilyGroup=44409066be6e100bc7b5dc43cfa7ff47&jobFamilyGroup=c6b68e57f5a3108c3da4397d1eec3825
Software Developer,BMO Financial Group,"Berkeley Heights, New Jersey, United States",2026-08-26,H-1B Sponsor,,no,Software,"63,300-117,200 USD/annual",https://bmo.wd3.myworkdayjobs.com/en-US/External/job/Berkeley-Heights-NJ-USA/Software-Developer_R260023733
Software Engineer,Baxter,"Skaneateles, New York, United States",2026-08-26,H-1B Sponsor,,no,Software,"88,000-121,000 USD/annual",https://baxter.wd1.myworkdayjobs.com/en-US/baxter/job/Skaneateles-NY/Software-Engineer_JR-208289-1?Country=bc33aa3152ec42d4995f4791a106ed09&Country=a30a87ed25634629aa6c3958aa2b91ea&Country=29247e57dbaf46fb855b224e03170bc7&Country=a4e08b475d6a4176853c9d1cb9854e02&Country=d903bb3fedad45039383f6de334ad4db&Country=80938777cac5440fab50d729f9634969&Country=6cb77610a8a543aea2d6bc10457e35d4&Country=55273a1b49934d97ae15342ef51f6b95&Country=d4afdeb461d446e4babd204bd102dba8
Software Engineer II,The Toro Company,"Riverside, California, United States",2026-08-26,H-1B Sponsor,,no,Software,"84,300-105,400 USD/annual",https://jobs.thetorocompany.com/job/riverside/software-engineer-ii-the-toro-company/40062/99763794800
"Software Engineering Co-Op, Spring 2027",Johnson & Johnson,"Cincinnati, Ohio, United States",2026-08-26,H-1B Sponsor,,no,Software,23-52 USD/hourly,https://www.careers.jnj.com/en/jobs/r-095741/software-engineering-co-op-spring-2027/
Software Engineer,Advisory Board,"Eden Prairie, Minnesota, United States",2026-08-26,H-1B Sponsor,,no,Software,"72,800-130,000 USD/annual",https://careers.unitedhealthgroup.com/job/eden-prairie/software-engineer/34088/99754650800
AEM / Full Stack Software Engineer,Ford Motor Company,"Dearborn, Michigan, United States",2026-08-26,H-1B Sponsor,,no,"Software, Full Stack","85,400-192,900 USD/annual",https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/69503/?lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000425727%253B300000000425151%253B300000000425265%253B300000000425079
Early Careers Rotational Program Development Engineer - Software Engineering/AI Track,VIAVI Solutions,"Morrisville, North Carolina, United States",2026-08-26,H-1B Sponsor,,no,"Software, AI",,https://viavisolutions.wd1.myworkdayjobs.com/en-US/careers/job/Morrisville-NC-USA/Early-Careers-Rotational-Program-Development-Engineer---Software-Engineering-AI-Track_260004987-1
Software Engineer Full Stack / Backend II (Full-Time) - United States,Cisco,"San Jose, California, United States",2026-08-26,H-1B Sponsor,,no,"Software, Full Stack, Backend","111,700-203,100 USD/annual",https://careers.cisco.com/global/en/job/2023953/Software-Engineer-Full-Stack-Backend-II-Full-Time-United-States
Early Careers Rotational Program Development Engineer - Software Engineering/AI Track,VIAVI Solutions,"Indianapolis, Indiana, United States",2026-08-26,H-1B Sponsor,,no,"Software, AI",,https://viavisolutions.wd1.myworkdayjobs.com/en-US/careers/job/Indianapolis-IN-USA/Early-Careers-Rotational-Program-Development-Engineer---Software-Engineering-AI-Track_260004983-1
Generative AI Engineer,Equifax,"Atlanta, Georgia, United States",2026-08-26,H-1B Sponsor,,no,AI,,https://careers.equifax.com/en/jobs/j00178371/generative-ai-engineer/
AI Intern | Summer Internship Program,Verisk,"Jersey City, New Jersey, United States",2026-08-26,H-1B Sponsor,,yes,AI,,https://fa-ewmy-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/4682
"Associate Counsel, Privacy & AI",Visa,"Foster City, California, United States",2026-08-26,H-1B Sponsor,,no,AI,"152,900-237,000 USD/annual",https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/US---Foster-City-CA/Associate-Counsel--Privacy---AI_REF087768W
Associate AI engg,Cognizant,"Atlanta, Georgia, United States",2026-08-26,H-1B Sponsor,,no,AI,"70,000-80,000 USD/annual",https://careers.cognizant.com/global-en/jobs/00070367261/associate-ai-engg/
AI Business Analyst (Forward Deployment Engineer),Citi,"Jersey City, New Jersey, United States",2026-08-26,H-1B Sponsor,,no,AI,"98,960-148,440 USD/annual",https://jobs.citi.com/job/jersey-city/ai-business-analyst-forward-deployment-engineer/287/99771638144
Operations Specialist,Tempus AI,"Chicago, Illinois, United States",2026-08-26,H-1B Sponsor,,no,AI,"55,000-70,000 USD/annual",https://tempus.wd5.myworkdayjobs.com/en-US/Tempus_Careers/job/Chicago/Operations-Specialist_JR202600853
Java with AI,Infosys,"Quincy, Massachusetts, United States",2026-08-26,H-1B Sponsor,,no,AI,"61,248-67,985 USD/annual",https://digitalcareers.infosys.com/global-careers/company-job/description/reqid/152756BR
AI Safety Operator,Tesla,"Norwell, Massachusetts, United States",2026-08-26,H-1B Sponsor,,no,AI,23-29 USD/hourly,https://www.tesla.com/careers/search/job/281185
AI Safety Operator,Tesla,"Aurora, Colorado, United States",2026-08-26,H-1B Sponsor,,no,AI,22-27 USD/hourly,https://www.tesla.com/careers/search/job/281228
Machine Learning Developer,Diamondback Energy,"Dallas, Texas, United States",2026-08-26,H-1B Sponsor,,no,Machine Learning,,https://diamondbackenergy.wd12.myworkdayjobs.com/en-US/DBE/job/Dallas-TX/Machine-Learning-Developer_R100892
Investment & Corporate Banking | Infrastructure & Project Finance | Digital Infrastructure - Associate,Mizuho Financial Group,"New York, New York, United States",2026-08-26,H-1B Sponsor,,no,Infrastructure,"175,000-225,000 USD/annual",https://mizuho.wd1.myworkdayjobs.com/en-US/mizuhoamericas/job/New-York-NY-1271-AOA6th-Ave/Investment---Corporate-Banking---Infrastructure---Project-Finance---Digital-Infrastructure---Associate_R7325
Intelligent Control Automation Delivery/Platform - Band 2,Procter & Gamble,"Greensboro, North Carolina, United States",2026-08-26,H-1B Sponsor,,no,Platform,"110,000-165,300 USD/annual",https://pg.wd5.myworkdayjobs.com/en-US/1000/job/GREENSBORO-SWING-ROAD-PLANT/Intelligent-Control-Automation-Delivery-Platform---Band-2_R000154470-1?locationCountry=bc33aa3152ec42d4995f4791a106ed09&locationCountry=29247e57dbaf46fb855b224e03170bc7&locationCountry=80938777cac5440fab50d729f9634969&locationCountry=a30a87ed25634629aa6c3958aa2b91ea&locationCountry=d903bb3fedad45039383f6de334ad4db
Tech & Data Program Summer 2027 - Data Engineer Intern (Chicago),The Hartford,"Chicago, Illinois, United States",2026-08-26,H-1B Sponsor,,no,Data Engineer,,https://thehartford.wd5.myworkdayjobs.com/en-US/Careers_External/job/Chicago-IL/Tech---Data-Program-Summer-2027---Data-Engineer-Intern--Chicago-_R2626650?locationCountry=bc33aa3152ec42d4995f4791a106ed09&locationCountry=29247e57dbaf46fb855b224e03170bc7&locationCountry=a30a87ed25634629aa6c3958aa2b91ea
Data Engineer,American Tower,"Woburn, Massachusetts, United States",2026-08-26,H-1B Sponsor,,no,Data Engineer,"88,000-111,500 USD/annual",https://careers.americantower.com/#en/sites/CX_1/job/2880/?lastSelectedFacet=CATEGORIES&mode=location&selectedCategoriesFacet=300000113669819%253B300000136836568%253B300000113669879&selectedLocationsFacet=300000000197317
"Sales Representative (Wilmington, DE)",Sysco,"Wilmington, Delaware, United States",2026-08-26,H-1B Sponsor,,no,Data Engineer,"44,200-73,600 USD/annual",https://sysco.wd5.myworkdayjobs.com/en-US/syscocareers/job/Sysco-Eastern-Maryland/Sales-Representative--Wilmington--DE-_R264929
Tech & Data Program Summer 2027 – Data Engineer Intern (Charlotte),The Hartford,"Charlotte, North Carolina, United States",2026-08-26,H-1B Sponsor,,no,Data Engineer,,https://thehartford.wd5.myworkdayjobs.com/en-US/Careers_External/job/Charlotte-NC/Tech---Data-Program-Summer-2027---Data-Engineer-Intern--Charlotte-_R2626648?locationCountry=bc33aa3152ec42d4995f4791a106ed09&locationCountry=29247e57dbaf46fb855b224e03170bc7&locationCountry=a30a87ed25634629aa6c3958aa2b91ea
