title,company,location,posting_date,sponsorship,target_company_match,has_grad_req,matched_keywords,salary,job_url
Software Engineer,Apple,"Austin, Texas, United States",2026-08-27,H-1B Sponsor,Apple,no,Software,,https://jobs.apple.com/en-us/details/200679992-0157/software-engineer?team=SFTWR
Software Engineer III Fullstack Java/Python / AWS/ SQL,JPMorgan Chase,"Plano, Texas, United States",2026-08-27,H-1B Sponsor,J.P. Morgan,no,Software,,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210761112
"Software Engineer III, Generative AI, Workspace Drive",Google,"Boulder, Colorado, United States",2026-08-27,H-1B Sponsor,Google,no,"Software, AI","147,000-210,000 USD/annual",https://www.google.com/about/careers/applications/jobs/results/137877730069750470-software-engineer-iii-generative-ai-workspace-drive
Software Engineer,Apple,"Cupertino, California, United States",2026-08-27,H-1B Sponsor,Apple,no,Software,"129,300-225,300 USD/annual",https://jobs.apple.com/en-us/details/200679992-0836/software-engineer?team=SFTWR
Full-Stack Java React Software Engineer III,JPMorgan Chase,"Jersey City, New Jersey, United States",2026-08-27,H-1B Sponsor,J.P. Morgan,no,"Software, Full Stack","137,750-185,000 USD/annual",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210765945
"Software Engineer, Chrome Networking Security",Google,"Mountain View, California, United States",2026-08-27,H-1B Sponsor,Google,no,Software,"147,000-210,000 USD/annual",https://www.google.com/about/careers/applications/jobs/results/100397577702122182-software-engineer-chrome-networking-security
Software Engineer,Apple,"New City, New York, United States",2026-08-27,H-1B Sponsor,Apple,no,Software,"129,300-225,300 USD/annual",https://jobs.apple.com/en-us/details/200679992-5819/software-engineer?team=SFTWR
"Software Engineer III- Java/Python, SQL, Databricks",JPMorgan Chase,"Houston, Texas, United States",2026-08-27,H-1B Sponsor,J.P. Morgan,no,Software,,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210783384
"Software Engineer, Rapid Prototyping New Pixel Software Products",Google,"Cambridge, Massachusetts, United States",2026-08-27,H-1B Sponsor,Google,no,Software,"147,000-210,000 USD/annual",https://www.google.com/about/careers/applications/jobs/results/111569715351954118-software-engineer-rapid-prototyping-new-pixel-software-products
"Software Development Engineer in Test, Full Stack, Creativity Apps",Apple,"San Diego, California, United States",2026-08-27,H-1B Sponsor,Apple,no,"Software, Full Stack","175,000-308,500 USD/annual",https://jobs.apple.com/en-us/details/200680399-3543/software-development-engineer-in-test-full-stack-creativity-apps?team=SFTWR
"Software Engineer III, Infrastructure, Infra Bigtable",Google,"New York, New York, United States",2026-08-27,H-1B Sponsor,Google,no,"Software, Infrastructure","147,000-210,000 USD/annual",https://www.google.com/about/careers/applications/jobs/results/101599343911281350-software-engineer-iii-infrastructure-infra-bigtable
"Software Engineer (Framework Solutions), AI & Data Platforms (AiDP)",Apple,"Austin, Texas, United States",2026-08-27,H-1B Sponsor,Apple,no,"Software, AI",,https://jobs.apple.com/en-us/details/200680196-0157/software-engineer-framework-solutions-ai-data-platforms-aidp?team=SFTWR
AI Quality and Agent Operations Analyst - AI Solutions,NVIDIA,"Santa Clara, California, United States",2026-08-27,H-1B Sponsor,NVIDIA,no,AI,"124,000-195,500 USD/annual",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/AI-Quality-and-Agent-Operations-Analyst---AI-Solutions_JR2024193?locationHierarchy1=2fcb99c455831013ea52df1adb7432a8&locationHierarchy1=2fcb99c455831013ea52f785717432d2&locationHierarchy1=2fcb99c455831013ea52fb338f2932d8&locationHierarchy1=2fcb99c455831013ea52ed162d4932c0&locationHierarchy1=2fcb99c455831013ea52b157d0d6325a&locationHierarchy1=2fcb99c455831013ea529fe151e3323c&locationHierarchy1=2fcb99c455831013ea529c3b93ba3236&locationHierarchy1=2fcb99c455831013ea528dce556b3224
2027 Data & AI Program - Full Time - Analyst - United States,JPMorgan Chase,"New York, New York, United States",2026-08-27,H-1B Sponsor,J.P. Morgan,yes,AI,"110,000-115,000 USD/annual",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210773954
Applied AI Innovation Engineer — Sales AI Applications,NVIDIA,"Santa Clara, California, United States",2026-08-27,H-1B Sponsor,NVIDIA,no,AI,"124,000-195,500 USD/annual",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Applied-AI-Innovation-Engineer---Sales-AI-Applications_JR2024203-1?locationHierarchy1=2fcb99c455831013ea52df1adb7432a8&locationHierarchy1=2fcb99c455831013ea52f785717432d2&locationHierarchy1=2fcb99c455831013ea52fb338f2932d8&locationHierarchy1=2fcb99c455831013ea52ed162d4932c0&locationHierarchy1=2fcb99c455831013ea52b157d0d6325a&locationHierarchy1=2fcb99c455831013ea529fe151e3323c&locationHierarchy1=2fcb99c455831013ea529c3b93ba3236&locationHierarchy1=2fcb99c455831013ea528dce556b3224
Data Engineer III - Python/PySpark/Databricks/AI,JPMorgan Chase,"Atlanta, Georgia, United States",2026-08-27,H-1B Sponsor,J.P. Morgan,no,"AI, Data Engineer",,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210758864
"Software Engineer (Framework Solutions), AI & Data Platforms (AiDP)",Apple,"Sunnyvale, California, United States",2026-08-27,H-1B Sponsor,Apple,no,AI,"150,400-225,300 USD/annual",https://jobs.apple.com/en-us/details/200680196-3956/software-engineer-framework-solutions-ai-data-platforms-aidp?team=SFTWR
Applied AI ML [Multiple Positions Available],JPMorgan Chase,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,J.P. Morgan,no,AI,"215,000-260,000 USD/annual",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210779432
"Developer Relations Engineer, Android Intelligent Experience AI",Google,"Mountain View, California, United States",2026-08-27,H-1B Sponsor,Google,no,AI,"138,000-197,000 USD/annual",https://www.google.com/about/careers/applications/jobs/results/138757957847261894-developer-relations-engineer-android-intelligent-experience-ai
Machine Learning Engineer Graduate (E-Commerce Supply Chain & Logistics - LLM/Agent) - 2027 Start (PhD),TikTok,"Seattle, Washington, United States",2026-08-27,H-1B Sponsor,ByteDance,no,"Machine Learning, LLM","153,900-300,960 USD/annual",https://lifeattiktok.com/search/7675842865566222597
Machine Learning Engineer Intern (E-Commerce Supply Chain & Logistics-LLM/Agent) - 2027 Start (PhD),TikTok,"San Jose, California, United States",2026-08-27,H-1B Sponsor,ByteDance,no,"Machine Learning, LLM",60-60 USD/hourly,https://lifeattiktok.com/search/7675847556668295429
Core Infrastructure Engineer 2,Oracle,"Nashville, Tennessee, United States",2026-08-27,H-1B Sponsor,Oracle,no,Infrastructure,"70,000-166,100 USD/annual",https://careers.oracle.com/en/sites/jobsearch/job/342848/?lastSelectedFacet=LOCATIONS&selectedLocationsFacet=300000000149325%253B300000000106863
"Compiler Engineer, Backend- New College Grad 2026",NVIDIA,"Santa Clara, California, United States",2026-08-27,H-1B Sponsor,NVIDIA,no,Backend,"108,000-195,500 USD/annual",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Compiler-Engineer--Backend--New-College-Grad-2026_JR2017290?locationHierarchy1=2fcb99c455831013ea52df1adb7432a8&locationHierarchy1=2fcb99c455831013ea52f785717432d2&locationHierarchy1=2fcb99c455831013ea52fb338f2932d8&locationHierarchy1=2fcb99c455831013ea52ed162d4932c0&locationHierarchy1=2fcb99c455831013ea52b157d0d6325a&locationHierarchy1=2fcb99c455831013ea529fe151e3323c&locationHierarchy1=2fcb99c455831013ea529c3b93ba3236&locationHierarchy1=2fcb99c455831013ea528dce556b3224
Data Engineer Graduate (Data Platform E-commerce) - 2027 Start,TikTok,"San Jose, California, United States",2026-08-27,H-1B Sponsor,ByteDance,no,"Platform, Data Engineer","128,000-316,800 USD/annual",https://lifeattiktok.com/search/7676253726624024837
Self-Built Engineer Graduate (CDN Platform) - 2027 Start,TikTok,"Seattle, Washington, United States",2026-08-27,H-1B Sponsor,ByteDance,no,Platform,"121,600-243,200 USD/annual",https://lifeattiktok.com/search/7670364202242427189
"Data and Applied Scientist, Finance and Spend Autonomous Suite, Palo Alto",SAP,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,SAP,no,Applied Scientist,"106,900-229,400 USD/annual",https://jobs.sap.com/job/Palo-Alto-Data-and-Applied-Scientist%2C-Finance-and-Spend-Autonomous-Suite%2C-Palo-Alto-CA-94304/1431263233/
Data & Applied Scientist - Ontologies & Semantics,SAP,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,SAP,no,Applied Scientist,"106,900-229,400 USD/annual",https://jobs.sap.com/job/Palo-Alto-Data-&-Applied-Scientist-Ontologies-&-Semantics-CA-94304/1431290533/
Software Engineer I,TeleTracking,"Pittsburgh, Pennsylvania, United States",2026-08-27,H-1B Sponsor,,no,Software,,https://job-boards.greenhouse.io/teletrackingtechnologiesinc/jobs/5397299008
Software Support Engineer,KION GROUP,"Grand Rapids, Michigan, United States",2026-08-27,H-1B Sponsor,,no,Software,"65,000-140,000 USD/annual",https://kiongroup.wd3.myworkdayjobs.com/en-US/KIONGroup/job/Grand-Rapids-MI-United-States/Software-Support-Engineer_JR-0092880-1
Associate AI Engineer,OneStream Software,"Fort Lauderdale, Florida, United States",2026-08-27,H-1B Sponsor,,no,"Software, AI","87,000-116,000 USD/annual",https://recruiting.ultipro.com/ONE1018ONSO/JobBoard/1955ffa6-bda6-4c95-8412-2c731d693ab2/OpportunityDetail?opportunityId=69d4f75d-c397-4458-98cc-47038fdb2010
Summer Intern 2027 - Software Engineering,Manulife,"Boston, Massachusetts, United States",2026-08-27,H-1B Sponsor,,no,Software,"52,650-70,200 USD/annual",https://manulife.wd3.myworkdayjobs.com/en-US/MFCJH_Jobs/job/Boston-Massachusetts/Summer-Intern-2027---Software-Engineering_JR26081680?Location_Country=a30a87ed25634629aa6c3958aa2b91ea&Location_Country=bc33aa3152ec42d4995f4791a106ed09&Location_Country=d4afdeb461d446e4babd204bd102dba8&Location_Country=80938777cac5440fab50d729f9634969&Location_Country=6cb77610a8a543aea2d6bc10457e35d4&Location_Country=29247e57dbaf46fb855b224e03170bc7&Location_Country=a4e08b475d6a4176853c9d1cb9854e02
Engineer II- Software,Microchip Technology,"Chandler, Arizona, United States",2026-08-27,H-1B Sponsor,,no,Software,,https://wd5.myworkdaysite.com/en-US/recruiting/microchiphr/External/job/AZ---Chandler/Engineer-II--Software_R3011-26?locationCountry=80938777cac5440fab50d729f9634969&locationCountry=29247e57dbaf46fb855b224e03170bc7&locationCountry=a4e08b475d6a4176853c9d1cb9854e02&locationCountry=6cb77610a8a543aea2d6bc10457e35d4&locationCountry=d4afdeb461d446e4babd204bd102dba8&locationCountry=bc33aa3152ec42d4995f4791a106ed09&locationCountry=a30a87ed25634629aa6c3958aa2b91ea
Summer 2027 Intern - Software Engineering,Workiva,United States,2026-08-27,H-1B Sponsor,,no,Software,,https://workiva.wd503.myworkdayjobs.com/en-US/careers/job/USA---Remote/Summer-2027-Intern---Software-Engineering_R12190
Software Engineer,Siemens,"New York, United States",2026-08-27,H-1B Sponsor,,no,Software,"92,290-124,481 USD/annual",https://jobs.siemens.com/en_US/externaljobs/JobDetail/520116
Software Development Engineer Intern,Ambarella,United States,2026-08-27,H-1B Sponsor,,no,Software,,https://ambarella.wd108.myworkdayjobs.com/en-US/Ambarella/job/US-Headquarters/Software-Development-Engineer-Intern_JR100366-1
Software Engineer I (MPDE),TE Connectivity,"Webster, New York, United States",2026-08-27,H-1B Sponsor,,no,Software,"68,700-103,000 USD/annual",https://careers.te.com/job/Software-Engineer-I-%28MPDE%29/158036-en_US
Software QA Engineer,Varex Imaging,"Salt Lake City, Utah, United States",2026-08-27,H-1B Sponsor,,no,Software,,https://vareximaging.wd103.myworkdayjobs.com/en-US/External_Career_Site/job/Salt-Lake-City/Software-QA-Engineer_R0006012?Location_Country=bc33aa3152ec42d4995f4791a106ed09&Location_Country=29247e57dbaf46fb855b224e03170bc7&Location_Country=6cb77610a8a543aea2d6bc10457e35d4
"Software Engineer I - Elixir, Python, AWS",Travelers,"Hartford, Connecticut, United States",2026-08-27,H-1B Sponsor,,no,Software,"99,100-163,400 USD/annual",https://travelers.wd5.myworkdayjobs.com/en-US/External/job/CT---Hartford/Software-Engineer-I---Elixir--Python--AWS_R-52134
Software Engineer,T-Mobile,"Bellevue, Washington, United States",2026-08-27,H-1B Sponsor,,no,Software,"92,500-166,800 USD/annual",https://careers.t-mobile.com/software-engineer/job/AB152035E451EDA6DB1639EB922C0B8D
"Software Engineer, Infrastructure",Johnson & Johnson,"Santa Clara, California, United States",2026-08-27,H-1B Sponsor,,no,"Software, Infrastructure","106,000-170,200 USD/annual",https://www.careers.jnj.com/en/jobs/r-096093/software-engineer-infrastructure/
"Internship, Software Engineer, Maps & Navigation, Robotaxi (Winter/Spring 2027)",Tesla,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,,yes,Software,42-58 USD/hourly,https://www.tesla.com/careers/search/job/280960
Software Engineer II - Dev Accelerator,Abnormal AI,United States,2026-08-27,H-1B Sponsor,,no,"Software, AI","149,200-214,500 USD/annual",https://abnormal.ai/careers/jobs/7967606003?gh_jid=7967606003
Associate AI Engineer,OneStream Software,"Fort Lauderdale, Florida, United States",2026-08-27,H-1B Sponsor,,no,"Software, AI","87,000-116,000 USD/annual",https://recruiting.ultipro.com/ONE1018ONSO/JobBoard/1955ffa6-bda6-4c95-8412-2c731d693ab2/OpportunityDetail?opportunityId=bd6385db-0c82-46b2-abe4-191dac390643
Software Architecture Engineer Intern,Ambarella,United States,2026-08-27,H-1B Sponsor,,no,Software,,https://ambarella.wd108.myworkdayjobs.com/en-US/Ambarella/job/US-Headquarters/Software-Architecture-Engineer-Intern_JR100365
"Internship, Software QA Engineer, Vehicle Software (Winter/Spring 2027)",Tesla,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,,no,Software,42-58 USD/hourly,https://www.tesla.com/careers/search/job/281098
Software Engineer II - Full Stack,Abnormal AI,United States,2026-08-27,H-1B Sponsor,,no,"Software, Full Stack, AI","149,200-214,500 USD/annual",https://abnormal.ai/careers/jobs/7786309003?gh_jid=7786309003
Software Engineer Intern,Ambarella,United States,2026-08-27,H-1B Sponsor,,no,Software,,https://ambarella.wd108.myworkdayjobs.com/en-US/Ambarella/job/US-Headquarters/Software-Engineer-Intern_JR100363
"Internship, Software Engineer, Maps & Navigation Validation (Winter/Spring 2027)",Tesla,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,,no,Software,46-58 USD/hourly,https://www.tesla.com/careers/search/job/281271
"Software Engineer II, Model Platform",Abnormal AI,United States,2026-08-27,H-1B Sponsor,,no,"Software, AI, Platform","149,200-214,500 USD/annual",https://abnormal.ai/careers/jobs/7829979003?gh_jid=7829979003
"Internship, Embedded Software Engineer, Firmware Platforms (Winter/Spring 2027)",Tesla,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,,yes,Software,42-58 USD/hourly,https://www.tesla.com/careers/search/job/281102
"Internship, Fullstack Software Engineer, Fleetnet (Winter/Spring 2027)",Tesla,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,,no,Software,40-56 USD/hourly,https://www.tesla.com/careers/search/job/281099
"Internship, Android Engineer, Mobile Software (Winter/Spring 2027)",Tesla,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,,no,Software,40-56 USD/hourly,https://www.tesla.com/careers/search/job/280605
"Frontend Software Engineer, Vehicle Test Data Platforms",Tesla,"Fremont, California, United States",2026-08-27,H-1B Sponsor,,no,Software,"120,000-300,000 USD/annual",https://www.tesla.com/careers/search/job/281249
Full-Stack AI Engineer — AWS AI,Bounteous,"Scottsdale, Arizona, United States",2026-08-27,H-1B Sponsor,,no,"Full Stack, AI",,https://www.bounteous.com/careers/job/1bd50276-f69e-4669-8c0d-0f0a4676290c
"Full Stack Software Engineer, DesignX",Tesla,"Fremont, California, United States",2026-08-27,H-1B Sponsor,,no,Full Stack,"97,058-145,587 USD/annual",https://www.tesla.com/careers/search/job/281305
GTM AI Agent Builder,Gusto,"Atlanta, Georgia, United States",2026-08-27,H-1B Sponsor,,no,AI,"189,473-242,000 USD/annual",https://job-boards.greenhouse.io/gusto/jobs/8157333
AI & Data Science Intern,Chemours,United States,2026-08-27,H-1B Sponsor,,no,AI,,https://chemours.wd103.myworkdayjobs.com/en-US/chemours/job/US---Remote/AI---Data-Science-Intern_JR15013
Summer Intern 2027 - AI,Manulife,"Boston, Massachusetts, United States",2026-08-27,H-1B Sponsor,,no,AI,"54,600-72,150 USD/annual",https://manulife.wd3.myworkdayjobs.com/en-US/MFCJH_Jobs/job/Boston-Massachusetts/Summer-Intern-2027---AI_JR26081682?Location_Country=a30a87ed25634629aa6c3958aa2b91ea&Location_Country=bc33aa3152ec42d4995f4791a106ed09&Location_Country=d4afdeb461d446e4babd204bd102dba8&Location_Country=80938777cac5440fab50d729f9634969&Location_Country=6cb77610a8a543aea2d6bc10457e35d4&Location_Country=29247e57dbaf46fb855b224e03170bc7&Location_Country=a4e08b475d6a4176853c9d1cb9854e02
AI Engineer,Daimler Truck North America,"Charlotte, North Carolina, United States",2026-08-27,H-1B Sponsor,,no,AI,,https://dtna.wd5.myworkdayjobs.com/en-US/DTNA_external/job/Charlotte-NC-US/AI-Engineer_DT-19392
"Product Engineer, Python AI, Consultant - Remote",Allstate,"Illinois, United States",2026-08-27,H-1B Sponsor,,no,AI,"70,100-121,475 USD/annual",https://allstate.wd5.myworkdayjobs.com/en-US/allstate_careers/job/USA---IL-Remote/Product-Engineer--Python-AI--Consultant-----Remote_R33883-1?Country=bc33aa3152ec42d4995f4791a106ed09&Country=a30a87ed25634629aa6c3958aa2b91ea&Country=29247e57dbaf46fb855b224e03170bc7
AI Developer,Diamondback Energy,"Dallas, Texas, United States",2026-08-27,H-1B Sponsor,,no,AI,,https://diamondbackenergy.wd12.myworkdayjobs.com/en-US/DBE/job/Dallas-TX/AI-Developer_R100894-3
Junior Generative AI Application Developer,Citi,"Jersey City, New Jersey, United States",2026-08-27,H-1B Sponsor,,no,AI,"95,770-133,630 USD/annual",https://jobs.citi.com/job/jersey-city/junior-generative-ai-application-developer/287/94846498976
"Internship, AI Hardware Physical Design Engineer, AI Hardware (Winter/Spring 2027)",Tesla,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,,no,AI,,https://www.tesla.com/careers/search/job/281233
Junior Generative AI Application Developer,Citi,"New York, New York, United States",2026-08-27,H-1B Sponsor,,no,AI,"95,770-133,630 USD/annual",https://jobs.citi.com/job/new-york/junior-generative-ai-application-developer/287/94846498960
Microsoft AI Platform Administrator,Bounteous,"Scottsdale, Arizona, United States",2026-08-27,H-1B Sponsor,,no,"AI, Platform",,https://www.bounteous.com/careers/job/b97a2f71-57cd-434a-a330-0b7cb3d7b973
L1 Technical Support Engineer,Abnormal AI,United States,2026-08-27,H-1B Sponsor,,no,AI,25-37 USD/hourly,https://abnormal.ai/careers/jobs/7801478003?gh_jid=7801478003
Sales Operations Analyst,Abnormal AI,United States,2026-08-27,H-1B Sponsor,,no,AI,"88,000-126,500 USD/annual",https://abnormal.ai/careers/jobs/7824578003?gh_jid=7824578003
"Designer, Creative Services",Abnormal AI,United States,2026-08-27,H-1B Sponsor,,no,AI,"99,500-143,000 USD/annual",https://abnormal.ai/careers/jobs/7767731003?gh_jid=7767731003
Sales Development Representative - Public Sector,Abnormal AI,United States,2026-08-27,H-1B Sponsor,,no,AI,"50,610-59,500 USD/annual",https://abnormal.ai/careers/jobs/7730831003?gh_jid=7730831003
Enterprise Account Executive - Southeast Florida,Abnormal AI,"Florida, United States",2026-08-27,H-1B Sponsor,,no,AI,"144,500-170,000 USD/annual",https://abnormal.ai/careers/jobs/7788905003?gh_jid=7788905003
Mid-Market Account Executive - Cincinnati,Abnormal AI,"Cincinnati, United States",2026-08-27,H-1B Sponsor,,no,AI,,https://abnormal.ai/careers/jobs/7894340003?gh_jid=7894340003
MidMarket Sales Engineer - Ohio Valley,Abnormal AI,United States,2026-08-27,H-1B Sponsor,,no,AI,"101,150-119,000 USD/annual",https://abnormal.ai/careers/jobs/7894691003?gh_jid=7894691003
Enterprise Platform Engineer,Abnormal AI,United States,2026-08-27,H-1B Sponsor,,no,"AI, Platform","118,600-170,500 USD/annual",https://abnormal.ai/careers/jobs/7833508003?gh_jid=7833508003
Summer 2027 Intern - Machine Learning Engineering,Workiva,United States,2026-08-27,H-1B Sponsor,,no,Machine Learning,40-40 USD/hourly,https://workiva.wd503.myworkdayjobs.com/en-US/careers/job/USA---Remote/Summer-2027-Intern---Machine-Learning-Engineering_R12194-1
"Machine Learning Engineer, New Grad",Unity,"Bellevue, Washington, United States",2026-08-27,H-1B Sponsor,,no,"Machine Learning, New Grad","104,100-152,000 USD/annual",https://unitytech.wd1.myworkdayjobs.com/en-US/Unity/job/Bellevue-WA-USA/Sr-Machine-Learning-Engineer--Infrastructure_JOBREQ-2616023
Applications Engineer,Mattr Infrastructure Technologies,"El Dorado, Arkansas, United States",2026-08-27,H-1B Sponsor,,no,Infrastructure,,https://careers.mattr.com/job/El-Dorado-Applications-Engineer-AR-71730/1408151300/
Devops Engineer II,Verisk,"Jersey City, New Jersey, United States",2026-08-27,H-1B Sponsor,,no,DevOps,"90,000-120,000 USD/annual",https://fa-ewmy-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/4567
DevOps Private/Public Cloud Engineer,Motorola Solutions,"Chicago, Illinois, United States",2026-08-27,H-1B Sponsor,,no,DevOps,"90,000-115,000 USD/annual",https://motorolasolutions.wd5.myworkdayjobs.com/en-US/Careers/job/Chicago-IL/DevOps-Private-Public-Cloud-Engineer_R68005
Engineering Associate – Platform Services,Wells Fargo,"Chandler, Arizona, United States",2026-08-27,H-1B Sponsor,,no,Platform,,https://www.wellsfargojobs.com/en/jobs/r-571573/engineering-associate-platform-services/
"Data Platform Engineering, Student",Hitachi,United States,2026-08-27,H-1B Sponsor,,no,Platform,,https://hitachi.wd1.myworkdayjobs.com/en-US/hitachi/job/Remote---United-States/Data-Platform-Engineering--Student_R0142846
Marketing Coordinator - Univ. of DE-Admin,Aramark,"Newark, Delaware, United States",2026-08-27,H-1B Sponsor,,no,Data Engineer,,https://aramarkcareers.com/UnitedStates/job/Newark-Marketing-Coordinator-Univ_-of-DE-Admin-DE-19716/1423883900/
