title,company,location,posting_date,sponsorship,target_company_match,has_grad_req,matched_keywords,salary,job_url
Software Engineer 1 - Aviation Backend Web,Garmin,"Chanhassen, Minnesota, United States",2026-08-27,H-1B Sponsor,,no,"Software, Backend","89,000-98,100 USD/annual",https://careers.garmin.com/jobs/19732?lang=en-us&previousLocale=en-US
Intermediate Software Engineer,Gordon Food Service,"Wyoming, Michigan, United States",2026-08-27,H-1B Sponsor,,no,Software,,https://gfs.wd5.myworkdayjobs.com/en-US/usjobs-gen-gfs/job/Wyoming-Michigan/Intermediate-Software-Engineer_R-56072
"Software Engineer II, Fintech",Twitch,"New York City, New York, United States",2026-08-27,H-1B Sponsor,,no,Software,"158,100-213,800 USD/annual",https://job-boards.greenhouse.io/twitch/jobs/8747652002
Software Engineer 1 - Aviation Backend Web,Garmin,"Chandler, Arizona, United States",2026-08-27,H-1B Sponsor,,no,"Software, Backend",,https://careers.garmin.com/jobs/19721?lang=en-us&previousLocale=en-US
Drive Unit Software Product Support Engineer,Tesla,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,,no,Software,"113,424-248,880 USD/annual",https://www.tesla.com/careers/search/job/281406
Competitive Programming Expert - Freelance AI Trainer,Mindrift,"South Carolina, United States",2026-08-27,H-1B Sponsor,,no,AI,,https://apply.workable.com/toloka-ai/j/01F933DDDF/
Forward Deployment AI Engineer,Boston Scientific,"Arden Hills, Minnesota, United States",2026-08-27,H-1B Sponsor,,no,AI,"78,300-148,800 USD/annual",https://bostonscientific.eightfold.ai/careers/job/563602813474934?domain=bostonscientific.com&hl=en&triggerGoButton=false
"Intern - Technical Customer Management, AI",Micron Technology,"Longmont, Colorado, United States",2026-08-27,H-1B Sponsor,,no,AI,38-65 USD/hourly,https://careers.micron.com/careers/job/44138103?domain=micron.com
Consultative Offerings - Summer Scholar - AI Innovation,Deloitte,"McLean, Virginia, United States",2026-08-27,H-1B Sponsor,,yes,AI,48-48 USD/hourly,https://apply.deloitte.com/en_US/careers/JobDetail/Consultative-Offerings-Summer-Scholar-AI-Innovation/364696
"Machine Learning Engineer II, Responsible AI",Pinterest,"San Francisco, California, United States",2026-08-27,H-1B Sponsor,,no,"AI, Machine Learning","138,905-285,982 USD/annual",https://www.pinterestcareers.com/jobs/8162046/machine-learning-engineer-ii-responsible-ai/?gh_jid=8162046
AI Backend Engineer II,Yum! Brands,"Plano, Texas, United States",2026-08-27,H-1B Sponsor,,no,"AI, Backend","105,500-132,200 USD/annual",https://jobs.yum.com/jobs/general/plano-tx-united-states/ai-backend-engineer-ii/5289
"Associate, AI Engineer",KPMG,"Tampa, Florida, United States",2026-08-27,H-1B Sponsor,,no,AI,,https://www.kpmguscareers.com/jobdetail/?jobId=137119
"AI Engineer, Enablement",LangChain,"New York, New York, United States",2026-08-27,H-1B Sponsor,,no,AI,"150,000-195,000 USD/annual",https://jobs.ashbyhq.com/langchain/47ad420c-9302-4a4f-a35f-7dd29e1d9d28
"Special Projects, AI Agents Team",Cresta,United States,2026-08-27,H-1B Sponsor,,no,AI,"170,000-225,000 USD/annual",https://job-boards.greenhouse.io/cresta/jobs/5406666008
Enterprise AI Engineer II,Expedia Group,"Austin, Texas, United States",2026-08-27,H-1B Sponsor,,no,AI,"87,000-121,500 USD/annual",https://careers.expediagroup.com/job/enterprise-ai-engineer-ii/austin-tx/R-109164/
"Associate, Financial Platform Engineer",BlackRock,"Wilmington, Delaware, United States",2026-08-27,H-1B Sponsor,,no,Platform,"115,000-145,000 USD/annual",https://careers.blackrock.com/job/wilmington/associate-financial-platform-engineer/45831/95390474816
GCP Data Engineer,Kforce,"Emeryville, California, United States",2026-08-27,H-1B Sponsor,,no,Data Engineer,60-65 USD/hourly,https://www.kforce.com/find-work/search-jobs/#/detail/MTY5Nn5XUUd-MjE4NjYwNFQxfjk5/
Data Engineer,Navan,"Dallas, Texas, United States",2026-08-27,H-1B Sponsor,,no,Data Engineer,,https://navan.com/careers/openings?gh_jid=8141775
Data Engineer,Tillys,"Irvine, California, United States",2026-08-27,H-1B Sponsor,,no,Data Engineer,"100,000-120,000 USD/annual",https://phe.tbe.taleo.net/phe01/ats/careers/v2/viewRequisition?org=TILLCLOT&cws=74&rid=39270
