tier,match_score,score_source,company,title,location,posted_date,recency_bucket,date_confidence,resume_profile_used,referral_name,recommended_action,review_status,coverage_status,canonical_source,canonical_job_key,duplicate_of,official_snapshot_at,source_snapshot_at,official_url,source,source_url
B,75.0,llm,Amazon,"Software Development Engineer, Identity Services","Seattle, Washington, USA",2026-08-28,1to3d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10518441/software-development-engineer-identity-services,url::https://www.amazon.jobs/en/jobs/10518441/software-development-engineer-identity-services,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10518441/software-development-engineer-identity-services,amazon_official,https://www.amazon.jobs/en/jobs/10518441/software-development-engineer-identity-services
B,75.0,llm,Amazon,"Software Development Engineer, Route 53","Herndon, Virginia, USA",2026-08-28,1to3d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10520050/software-development-engineer-route-53,url::https://www.amazon.jobs/en/jobs/10520050/software-development-engineer-route-53,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10520050/software-development-engineer-route-53,amazon_official,https://www.amazon.jobs/en/jobs/10520050/software-development-engineer-route-53
B,70.0,llm,Amazon,"Software Development Engineer, Creative Asset Library, CreativeX","Seattle, Washington, USA",2026-08-28,1to3d,high,resume_ai,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10519943/software-development-engineer-creative-asset-library-creativex,url::https://www.amazon.jobs/en/jobs/10519943/software-development-engineer-creative-asset-library-creativex,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10519943/software-development-engineer-creative-asset-library-creativex,amazon_official,https://www.amazon.jobs/en/jobs/10519943/software-development-engineer-creative-asset-library-creativex
B,70.0,llm,Amazon,"Software Development Engineer, US ADC Security","Herndon, Virginia, USA",2026-08-27,1to3d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10517095/software-development-engineer-us-adc-security,url::https://www.amazon.jobs/en/jobs/10517095/software-development-engineer-us-adc-security,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10517095/software-development-engineer-us-adc-security,amazon_official,https://www.amazon.jobs/en/jobs/10517095/software-development-engineer-us-adc-security
B,70.0,llm,Amazon,"Software Development Engineer, Agentic Workspaces - Watchtower","Seattle, Washington, USA",2026-08-27,1to3d,high,resume_ai,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10517465/software-development-engineer-agentic-workspaces-watchtower,url::https://www.amazon.jobs/en/jobs/10517465/software-development-engineer-agentic-workspaces-watchtower,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10517465/software-development-engineer-agentic-workspaces-watchtower,amazon_official,https://www.amazon.jobs/en/jobs/10517465/software-development-engineer-agentic-workspaces-watchtower
B,65.0,llm,Amazon,"Data Engineer, AWS DC Central Operations","Seattle, Washington, USA",2026-08-28,1to3d,high,resume_swe,Amazon,skip,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10519392/data-engineer-aws-dc-central-operations,url::https://www.amazon.jobs/en/jobs/10519392/data-engineer-aws-dc-central-operations,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10519392/data-engineer-aws-dc-central-operations,amazon_official,https://www.amazon.jobs/en/jobs/10519392/data-engineer-aws-dc-central-operations
B,65.0,rule_fallback,Amazon,"Software Development Engineer , Leo Regulus","Redmond, Washington, USA",2026-08-28,1to3d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10519888/software-development-engineer-leo-regulus,url::https://www.amazon.jobs/en/jobs/10519888/software-development-engineer-leo-regulus,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10519888/software-development-engineer-leo-regulus,amazon_official,https://www.amazon.jobs/en/jobs/10519888/software-development-engineer-leo-regulus
B,65.0,rule_fallback,Amazon,"Software Development Engineer, Region Reliability","Denver, Colorado, USA",2026-08-28,1to3d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10519158/software-development-engineer-region-reliability,url::https://www.amazon.jobs/en/jobs/10519158/software-development-engineer-region-reliability,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10519158/software-development-engineer-region-reliability,amazon_official,https://www.amazon.jobs/en/jobs/10519158/software-development-engineer-region-reliability
B,65.0,rule_fallback,Amazon,Robotics - Software Development Engineer Fall Intern/Co-op - 2026,"Westboro, Wisconsin, USA",2026-08-27,1to3d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10517149/robotics-software-development-engineer-fall-intern-co-op-2026,url::https://www.amazon.jobs/en/jobs/10517149/robotics-software-development-engineer-fall-intern-co-op-2026,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10517149/robotics-software-development-engineer-fall-intern-co-op-2026,amazon_official,https://www.amazon.jobs/en/jobs/10517149/robotics-software-development-engineer-fall-intern-co-op-2026
B,65.0,rule_fallback,Amazon,"Software Development Engineer, Unified Streaming and Monitoring Service","Redmond, Washington, USA",2026-08-28,1to3d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10520555/software-development-engineer-unified-streaming-and-monitoring-service,url::https://www.amazon.jobs/en/jobs/10520555/software-development-engineer-unified-streaming-and-monitoring-service,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10520555/software-development-engineer-unified-streaming-and-monitoring-service,amazon_official,https://www.amazon.jobs/en/jobs/10520555/software-development-engineer-unified-streaming-and-monitoring-service
B,65.0,rule_fallback,Amazon,"Software Development Engineer , Leo Secure Communications Team","Redmond, Washington, USA",2026-08-27,1to3d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10517076/software-development-engineer-leo-secure-communications-team,url::https://www.amazon.jobs/en/jobs/10517076/software-development-engineer-leo-secure-communications-team,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10517076/software-development-engineer-leo-secure-communications-team,amazon_official,https://www.amazon.jobs/en/jobs/10517076/software-development-engineer-leo-secure-communications-team
B,65.0,rule_fallback,Amazon,"Software Development Engineer , Leo Secure Communications Team","Redmond, Washington, USA",2026-08-27,1to3d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10517077/software-development-engineer-leo-secure-communications-team,url::https://www.amazon.jobs/en/jobs/10517076/software-development-engineer-leo-secure-communications-team,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10517077/software-development-engineer-leo-secure-communications-team,amazon_official,https://www.amazon.jobs/en/jobs/10517077/software-development-engineer-leo-secure-communications-team
B,65.0,rule_fallback,Amazon,"Software Development Engineer, Amazon Quick","Santa Clara, California, USA",2026-08-27,1to3d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10517569/software-development-engineer-amazon-quick,url::https://www.amazon.jobs/en/jobs/10517569/software-development-engineer-amazon-quick,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10517569/software-development-engineer-amazon-quick,amazon_official,https://www.amazon.jobs/en/jobs/10517569/software-development-engineer-amazon-quick
B,65.0,llm,Amazon,"Software Development Engineer, Last Mile Delivery Automation, Autonomous Vehicle","Bellevue, Washington, USA",2026-08-27,1to3d,high,resume_swe,Amazon,skip,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10517433/software-development-engineer-last-mile-delivery-automation-autonomous-vehicle,url::https://www.amazon.jobs/en/jobs/10517433/software-development-engineer-last-mile-delivery-automation-autonomous-vehicle,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10517433/software-development-engineer-last-mile-delivery-automation-autonomous-vehicle,amazon_official,https://www.amazon.jobs/en/jobs/10517433/software-development-engineer-last-mile-delivery-automation-autonomous-vehicle
B,60.0,llm,Amazon,"Geospatial Data Engineer , WW Sustainability","Seattle, Washington, USA",2026-08-28,1to3d,high,resume_swe,Amazon,skip,unreviewed,official_gap,board,url::https://www.amazon.jobs/en/jobs/10519667/geospatial-data-engineer-ww-sustainability,,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10519667/geospatial-data-engineer-ww-sustainability,amazon_official,https://www.amazon.jobs/en/jobs/10519667/geospatial-data-engineer-ww-sustainability
B,60.0,llm,Amazon,"Robotics SDE, Safe Autonomy, SAF Lab","Pasadena, California, USA",2026-08-28,1to3d,high,resume_swe,Amazon,skip,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10519865/robotics-sde-safe-autonomy-saf-lab,url::https://www.amazon.jobs/en/jobs/10519865/robotics-sde-safe-autonomy-saf-lab,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10519865/robotics-sde-safe-autonomy-saf-lab,amazon_official,https://www.amazon.jobs/en/jobs/10519865/robotics-sde-safe-autonomy-saf-lab
B,60.0,llm,Amazon,"Software Development Engineer III, Secure Foundations - Detective Tooling","New York, New York, USA",2026-08-28,1to3d,high,resume_swe,Amazon,skip,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10518426/software-development-engineer-iii-secure-foundations-detective-tooling,url::https://www.amazon.jobs/en/jobs/10518426/software-development-engineer-iii-secure-foundations-detective-tooling,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10518426/software-development-engineer-iii-secure-foundations-detective-tooling,amazon_official,https://www.amazon.jobs/en/jobs/10518426/software-development-engineer-iii-secure-foundations-detective-tooling
B,60.0,llm,Amazon,"Software Development Engineer , Amazon Leo","Redmond, Washington, USA",2026-08-27,1to3d,high,resume_swe,Amazon,skip,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10517531/software-development-engineer-amazon-leo,url::https://www.amazon.jobs/en/jobs/10516094/software-development-engineer-amazon-leo,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10517531/software-development-engineer-amazon-leo,amazon_official,https://www.amazon.jobs/en/jobs/10517531/software-development-engineer-amazon-leo
A,85.0,cached_llm,Roblox,"Software Engineer, Economy Platform","San Mateo, CA, United States",2026-08-28,1to3d,medium,resume_swe,Roblox,referral_now,unreviewed,not_dedicated,board,url::https://careers.roblox.com/jobs/8060254?gh_jid=8060254,,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://careers.roblox.com/jobs/8060254?gh_jid=8060254,greenhouse,https://careers.roblox.com/jobs/8060254?gh_jid=8060254
B,80.0,cached_llm,Coinbase,"Software Engineer, CDP - Payment Acceptance",Remote - USA,2026-08-28,1to3d,medium,resume_swe,,apply_if_time,unreviewed,not_dedicated,board,url::https://www.coinbase.com/careers/positions/8164730?gh_jid=8164730,,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.coinbase.com/careers/positions/8164730?gh_jid=8164730,greenhouse,https://www.coinbase.com/careers/positions/8164730?gh_jid=8164730
B,75.0,cached_llm,Anthropic,"Applied AI Architect, Startups","San Francisco, CA | New York City, NY",2026-08-28,1to3d,medium,resume_ai,,apply_if_time,unreviewed,not_dedicated,board,url::https://job-boards.greenhouse.io/anthropic/jobs/5406982008,,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://job-boards.greenhouse.io/anthropic/jobs/5406982008,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5406982008
B,70.0,cached_llm,Samsara,Data Engineer,Remote - US,2026-08-28,1to3d,medium,resume_swe,,apply_if_time,unreviewed,not_dedicated,board,url::https://www.samsara.com/company/careers/roles/7859702?gh_jid=7859702,,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.samsara.com/company/careers/roles/7859702?gh_jid=7859702,greenhouse,https://www.samsara.com/company/careers/roles/7859702?gh_jid=7859702
B,65.0,cached_llm,Cohere,"Forward Deployed Engineer, Agentic Platform",United States,2026-08-28,1to3d,medium,resume_ai,,skip,unreviewed,not_dedicated,board,url::https://jobs.ashbyhq.com/cohere/b0bcef37-1d20-414f-aade-c54942d63df9,,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://jobs.ashbyhq.com/cohere/b0bcef37-1d20-414f-aade-c54942d63df9,ashby,https://jobs.ashbyhq.com/cohere/b0bcef37-1d20-414f-aade-c54942d63df9
B,60.0,cached_llm,Databricks,Solutions Architect - Real Money Gaming,United States,2026-08-28,1to3d,medium,resume_ai,Databricks,skip,unreviewed,not_dedicated,board,url::https://databricks.com/company/careers/open-positions/job?gh_jid=8625638002,,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://databricks.com/company/careers/open-positions/job?gh_jid=8625638002,greenhouse,https://databricks.com/company/careers/open-positions/job?gh_jid=8625638002
B,55.0,llm,Google,Software Engineer Iii Infrastructure Infra Bigtable,United States,,1to3d,unknown,resume_swe,Google,skip,unreviewed,covered_unvalidated,official,url::https://www.google.com/about/careers/applications/jobs/results/101599343911281350-software-engineer-iii-infrastructure-infra-bigtable,url::https://www.google.com/about/careers/applications/jobs/results/101599343911281350-software-engineer-iii-infrastructure-infra-bigtable,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.google.com/about/careers/applications/jobs/results/101599343911281350-software-engineer-iii-infrastructure-infra-bigtable,google_official,https://www.google.com/about/careers/applications/jobs/results/101599343911281350-software-engineer-iii-infrastructure-infra-bigtable
B,55.0,llm,Google,Software Engineer Iii Infrastructure Infra Spanner,United States,,newly_discovered,unknown,resume_swe,Google,skip,unreviewed,covered_unvalidated,official,url::https://www.google.com/about/careers/applications/jobs/results/93036433253507782-software-engineer-iii-infrastructure-infra-spanner,url::https://www.google.com/about/careers/applications/jobs/results/93036433253507782-software-engineer-iii-infrastructure-infra-spanner,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.google.com/about/careers/applications/jobs/results/93036433253507782-software-engineer-iii-infrastructure-infra-spanner,google_official,https://www.google.com/about/careers/applications/jobs/results/93036433253507782-software-engineer-iii-infrastructure-infra-spanner
A,90.0,llm,Amazon,"Software Development Engineer, Amazon Leo, Early Career - 2026","Redmond, Washington, USA",2026-08-25,3to7d,high,resume_swe,Amazon,referral_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10513110/software-development-engineer-amazon-leo-early-career-2026,url::https://www.amazon.jobs/en/jobs/10513110/software-development-engineer-amazon-leo-early-career-2026,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10513110/software-development-engineer-amazon-leo-early-career-2026,amazon_official,https://www.amazon.jobs/en/jobs/10513110/software-development-engineer-amazon-leo-early-career-2026
B,70.0,llm,Amazon,"Software Engineer I, Memberships","San Francisco, California, USA",2026-08-26,3to7d,high,resume_swe,Amazon,apply_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10515912/software-engineer-i-memberships,url::https://www.amazon.jobs/en/jobs/10515912/software-engineer-i-memberships,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10515912/software-engineer-i-memberships,amazon_official,https://www.amazon.jobs/en/jobs/10515912/software-engineer-i-memberships
B,55.0,llm,Amazon,"Data Engineer I, Fire TV","Seattle, Washington, USA",2026-08-25,3to7d,high,resume_swe,Amazon,skip,unreviewed,official_gap,board,url::https://www.amazon.jobs/en/jobs/10513820/data-engineer-i-fire-tv,,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10513820/data-engineer-i-fire-tv,amazon_official,https://www.amazon.jobs/en/jobs/10513820/data-engineer-i-fire-tv
A,85.0,llm,Amazon,"Software Development Engineer I – AI/ML Network Infrastructure, Annapurna Labs","Cupertino, California, USA",2026-08-03,gt7d,high,resume_ai,Amazon,referral_now,unreviewed,covered_unvalidated,official,url::https://www.amazon.jobs/en/jobs/10490741/software-development-engineer-i-ai-ml-network-infrastructure-annapurna-labs,url::https://www.amazon.jobs/en/jobs/10490741/software-development-engineer-i-ai-ml-network-infrastructure-annapurna-labs,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://www.amazon.jobs/en/jobs/10490741/software-development-engineer-i-ai-ml-network-infrastructure-annapurna-labs,amazon_official,https://www.amazon.jobs/en/jobs/10490741/software-development-engineer-i-ai-ml-network-infrastructure-annapurna-labs
B,80.0,cached_llm,Palantir Technologies,"Forward Deployed Software Engineer, New Grad - Commercial","New York, NY",2025-06-13,gt7d,medium,resume_swe,,apply_now,unreviewed,not_dedicated,board,url::https://jobs.lever.co/palantir/2e6b0ac8-83e9-4be5-a3aa-cf319f751728,,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://jobs.lever.co/palantir/2e6b0ac8-83e9-4be5-a3aa-cf319f751728,lever,https://jobs.lever.co/palantir/2e6b0ac8-83e9-4be5-a3aa-cf319f751728
B,80.0,cached_llm,Palantir Technologies,"Forward Deployed Software Engineer, New Grad - Commercial","Chicago, IL",2026-06-29,gt7d,medium,resume_swe,,apply_now,unreviewed,not_dedicated,board,url::https://jobs.lever.co/palantir/e500bcf3-19d8-4d3c-b340-4d76e4a55b40,,2026-08-29T00:24:35.875420+00:00,2026-08-29T18:25:41.219464+00:00,https://jobs.lever.co/palantir/e500bcf3-19d8-4d3c-b340-4d76e4a55b40,lever,https://jobs.lever.co/palantir/e500bcf3-19d8-4d3c-b340-4d76e4a55b40
